index,review,cpu,graphicard,hardisk,ram,screen
173,Works better and faster than I expected. The only negative is that the touch pad is a little fickle. A wireless mouse solved that. Works perfectly for my needs.,3,4,5,4,3
174,Good system. Runs most things I have thrown at it with only a few slow downs with high settings and multitasking.,1,0,1,2,2
175,I was replacing an older laptop. Great laptop for the price.,1,1,1,3,1
176,"I've had this laptop for 2 months and it. is. awful. I didn't want to spend too much on a new computer seeing as I only use it for online shopping, emails, and microsoft office but it was the worst decision ever. Honestly if I could return it I would. Amazon listed it as being ""new"" but there is no reason it should freeze and be this slow after 2 months of use. Spend the extra $200 and get yourself a Lenovo.",2,2,1,2,2
177,"So far it's a paper weight, it says OS may be corrupt. Not happy, you have made my first Amazon purchase probably my last order.",3,2,3,2,4
178,I am very disappointed in the battery life. It runs down very easy!!,2,2,1,2,2
179,No Bluetooth function. Scrolled is a nightmare,3,4,5,5,6
180,great for the price.,3,2,1,4,2
181,"Pros:- Well made, sturdy.- Powerful, no doubt.- Pretty quiet for this type of laptop.- Very nice keyboard. Actually best laptop keyboard I've ever worked with.- IPS monitor.- It doesn't looks ridiculous like on pictures. It was the biggest concern of mine about this laptop, so it is a big pro for me. It looks a bit aggressive though, with all lights on (which you can turn off) but nothing more.Cons:- Heavy. Along with the adapter, which has a weight and a shape of a real brick, it makes a pretty heavy kit. For someone it is a desktop replacement, but I personally bought a dedicated Predator bag, which makes it somehow portable. - Fingerprints. If you have a cleaning kit and clean your laptop daily after work/gaming it won't be a problem at all.- Thermal solution. It is not great. But it is a common problem. I changed mine after a week of use and it helped to drop something like 15-20 degree Celsius. It could put to the end your warranty though, so think for yourself.- IPS backlight bleed. Mine arrived with very little bleed in the top right corner. Can see it in absolutely dark scenes on full brightness.Overall:Great laptop for the money. Best in my opinion.UPDATE: Battery drains while plugged into AC adaptor while gaming high demanded games. Should be aware of it. I didn't know that and it's a huge bummer.",2,0,1,0,1
182,"This laptop might be good for younger tech savvy people but for old people like me that just want a laptop to do their work and browse the internet, it is not for them. Everything is completely different about this thing and it is like relearning how to use a computer completely from scratch or worse actually. I tried to download pictures from an sd card and that was a complete nightmare. It was worse than slow. It would have taken atleast week to download 500 pics. This purchase was a complete mistake. I tried to give it a chance and figure it out but after a few days of almost zero progress and endless frustration I returned it.",2,2,5,4,2
183,"The battery life is crazy, it really goes all day. But it's lacking in processing power and the resolution takes a little to get used to. Webpages act a little strange, the headers sometimes take up massive chunks of the screen even when you scroll down. But it works well enough and you can do homework all day and hate your life while being productive. So that's...nice?",2,2,5,4,2
184,"Please do not get this laptop. It was working fine for the first month. Afterward, the i5 and the 1TB with 8GB of ram just can't keep up with even just Overwatch. It's terrible for this price. Do not get it.",1,0,1,2,2
185,My family was in need of a new laptop after our last one crashed. Price worked out just right for the features we were getting. Nice large screen makes it easy to watch videos. Easy to make video calls with family.,2,2,1,2,2
186,"I just got this today, but I pretty much tell right out of the box that this is going to do exactly what I need it to accomplish. First of all, I'm a freelance writer and photographer, so I will be heavily using Microsoft Office, GIMP, Grammarly, and Spotify. Here are my first impressions (I'll update this review as needed).Pros:I was able to load everything very quickly. It seems like the AMD9 processor is going to do the job well.I've had no problem multitasking thanks to the SSD and 8GB RAMIt's ultra lightweight, which is good because I already have a camera body and a few lenses in my backpack.The 14-inch 1080p screen is way better than the standard def 15.6-inch screen on my old laptop.The built-in SD drive saves me a USB port.Cons:There's no separate keypad on the keyboard, but that is to be expected on a very small laptop.Cortana is obnoxious during startupI had to get rid of a ton of preloaded stuff I didn't want.The video memory is shared (won't matter to me, but I wanted to mention this for gamers or video editors)Let's be honest, it can't match up to the desktop I built for myself specifically to run my business. That having been said, it's a simple and cost-effective way to keep running my business as I travel the world (which is the whole point of my business). I recommend this laptop for freelance writers and photographers, but the shared video RAM is a no-no for video editing or heavy gaming.",1,4,3,2,3
187,"Conceptually, this PC is a powerful little devil, but (a) its main retail package includes Windows 10 Home (oh-lord...ah), and (b) it is unforgivably flimsy (as most game laptops are, but still...). Specifically, I bought the version with the 500GB SSD and 16GB RAM, and then I added a 2.5"" HDD that I bought elsewhere, which allowed me to use the SSD for programs and the HDD for storage/docs.***The biggest pros include: 7700HQ processor, NVIDIA GTX 1050 video, near-full-size keyboard with num pad, non-glossy screen, drive bays for both SSD and HDD, plus ease of one-screw disassembly and access to battery, memory, and SSD/HDD (disassembly would be sooo painful if I instead were to buy the competing Asus VivoBook such as the M580VD-EB76... which I seriously considered FYI).***The biggest cons include: large form factor (the laptop footprint is much bigger than the size of the screen), Windows 10 Home (let's face it, the Home version is trash... and if you don't know that yet, you will soon), flimsy hinges (so flimsy I feel guilty opening and closing the lid), flimsy back panel (thin and weak), flimsy gills (the red-colored metal radiator gills are cute but are made of tin foil, quite literally... super-extra flimsy), flimsy body (so flimsy I can bend it visibly by using only two fingers of each hand to twist it in opposite directions), no video out except one HDMI port (you will need to buy USB to VGA Video Graphics Adapters to extend your desktop, which are $30 to $35 each - by the way, I recommend the ones made by Pluggable brand), and finally, with Windows 10 Home edition this PC is simply NOT cheap.***One last tip: people who say that the sub-woofer on this laptop makes it sound awesome are either deaf or have really low expectations or working for Dell - ignore them and accept the fact that the sub-woofer is going to suck, and all subwoofers sized like a penny always suck. But also remember, Dell has simply never been great at delivering awesome speaker audio systems. I recall how a few years ago I was seconds ago from clicking the ORDER button on Amazon to buy a new ""entertainment laptop""... but while eyeballing the features for the last time on the page, I noticed that this so-called ""entertainment"" (ssssh.....) laptop had just one - that's not two but one, ladies and gentlemen - speaker on it. What does this tell you? This tells you how Dell sees audio as part of a laptop - they think great audio is - well - nice but not required. Hence the subwoofer that doesn't look or sound like one.***In conclusion, would I recommend this laptop? Yes, but only - and I mean ONLY - if size factor isn't super important to you AND if you are concerned with being able to easily open the back panel to tweak your system, which is one thing that this laptop does like no other: it requires removal of just ONE SCREW to remove the entire back panel for access to the guts (and as you may have suspected, I am very pleased with that!)",1,0,1,2,2
188,"I have had this laptop for a little over a month now and am really happy with it. It is a good middle of the road laptop. It is light and slim which makes it great for traveling and working online.Pros:- Very light and portable but doesn't feel chintzy. It seems to be constructed well.-The i5 does pretty well. The onboard graphics will bottleneck in certain situations, though, I have only encountered this when gaming.-As just mentioned this will handle light gaming. I play Skyrim with medium settings and have good framerate any more than that and it will bog down. I was able to play overwatch as well but had to do a lot of fiddling with the graphics to get it to run smooth.-This is my first computer with an SSD and I love them. From the time you push power, you can be opening your web browser in 15 seconds. It also helps with the dreaded windows update. It takes SIGNIFICANTLY less time to update.-The harman/kardon speakers are great they have a good sound quality for a laptop speaker and are plenty loud.-The battery life is very good. It will stay charged for 5 or 6 hours while gaming while connected to the internet and full brightness. Essentially, you will have 5 to 6 hours of battery at the least. You can get at least 12 hours with light use.-A common complaint about this laptop is a loud fan. I haven't experienced this at all. Mine is very quiet and works well.- I use it for photo editing via lightroom and it does well.Cons:-The screen doesn't have a wide range of motion. It probably only goes to 100 degrees or so.-As I said you can do light gaming with this but if you a really into gaming and want to play with high settings this isn't for you.Overall this laptop is great for work a little above your typical internet streaming and word processing. This is probably the best value you will find before moving into the Ultrabook tier.",3,3,3,2,4
189,"I love the trackpad, super silcky. Love the keyboard. The keyboard has good depth and feedback, and the layout is what I'm used to on my desktop.The screen is too reflective. It is fine in low light and when there is a white background (which there typically is in most apps). I do use the laptop outside, so it is usable, there are just times when the reflection is too apparent, and interferes with seeing the screen.It looks very sleek and feels very solid. When I sit in certain positions with the laptop on my lap (go figure), the edges cut into my hands or wrists uncomfortably. It doesn't happen often, but it seems very unnecessary to be so sharp.The performance is great. I have 25 tabs open right now with no problem and only 8GB of memory.",3,2,3,2,2
190,working great,2,2,5,4,2
191,"Coming from a $2000 gaming desktop and a MacBook pro, I didn't know what to expect from a chromebook other than what I have read online. I was looking for a replacement for my MacBook, but I didn't want or need to spend so much money on a laptop that I would mainly be doing web browsing on (I can use my desktop for anything that requires real muscle). All I have to say is that this is definitely 'The Little Laptop That Could'. I usually have pretty high expectations for my devices being in the IT field, but wow has this thing surpassed my expectations. It is quick and snappy and handles most tasks without even breaking a sweat. For web browsing, this is all the laptop you need. I am heavily invested in google services (google drive, gmail, google photos, google play music, etc.) so this works perfectly, but I would say that if you are not a big google user, especially if you don't use google drive or gmail, a chromebook might not be the best laptop for you. What makes this laptop even better though is the ability to use android apps, so for some light photoshop or lightroom work, I can use the android app which works flawlessly. The display on this thing is second to none, and the keyboard, while small, feels just like my macbook. The two biggest gripes that people have (the small keyboard and the lack of keyboard back lighting), are over exaggerated and I have never had a problem with them.Pros:- amazing screen- ChromeOS is a pleasure to work with- keyboard & trackpad are excellent- build quality is better than $1000+ windows/mac laptops- battery life is awesome- integration with google services is seamless- very easy to use for both novices and professionals- touch screen and stylus are a good bonusCons:- OP1 chipset can stutter sometimes, if you'll be doing HEAVY work on Chrome you might want to go with a chromebook with an m3 processor or betterOverall: This is the best money I have spent on a tech product in a long time. If I find continued success with ChromeOS I might permanently migrate to it",2,4,5,4,5
192,"Lags a LOT. Like.. a lot. Online gaming, loading webpages, even just booting up takes FOREVER and sometimes the screen glitches out and causes odd black squares to appear. Mind you, this is a NEW machine. Trackpad is VERY VERY bad, you'd need an external mouse. If not plugged into the charger, keyboard lights go off way too often. and if played on a lap, the speakers are muted because they're in an odd place. Not worth the price!",2,0,1,0,2
193,"This has to be one of the finest laptops that I have ever owned. Its speed, graphics, and overall performance is top of the line. I would recommend this too gamers, professionals, and students involved in Computer Sciences and engineering.",2,2,1,2,2
194,"so far so good. only tiny issue is that little circle that shows up next to the cursor/pointer that indicates the computer is ""thinking"" or doing something. That comes on a lot and only way to get rid of it is to cntrl+alt+del and then task manager and then close out the task manager. then it goes away. if you know your way around a pc then you know what I'm talking about.Everything still works whether the little circle appears or not. it's just annoying.",2,2,1,2,2
195,My son loves it and it works perfectly for him,3,4,5,4,3
196,"I had this laptop for almost 6 months. It is a nice design. But the keyboard had a couple useless keys at the end of the right. It can run basic apps and animation apps well. Gaming is not that great, but is still OK. It is a little slow sometimes. I only get 12 GB storage after Windows 10 Installation. When I accidentally hit my iPhone to the laptop screen, it had a tiny crack between where I hitted it. Trackpad is really horrible and can not work once in a while because it is creaky and slippery. Overall, this is a good basic laptop for normal usage.",3,4,5,4,3
197,"I received it 2 weeks ago and so far so good.Just a few notes for the potential buyers and the one who are still not sure whether to purchase it or not.1- Out of the box every thing was fine, but the WiFi download speed. It was terrible and I were sure something is wrong. I normally have around 50 Mbps download and around 100 Mbps upload speed. However, with this laptop it was around 1 Mbps download and almost 100 Mbps upload speed. I searched the web, but there were some wrong info. I reinstalled windows, updated WiFi driver through device manager but it was not the solution. The only solution was to update the Windows to the latest version (Windows 10 Fall Creators Update) and afterward upgrading the WiFi driver via the Intel's website (I mean downloading the driver from intel's website not the device manager). Now every thing is fine and the download and upload speed are as they should be.2- Besides the above mentioned issue, the most important issue, is the fan noise. I mean it starts working when you don't believe it is necessary and makes of course noise. I haven't checked the CPU temperature, but I found the cooling fan active when I was downloading a bis software package and installing some others which I believe is not that much. However, it seems it's due to the thickness of the laptop and it gets warm very quick.3- Last but not least, although the production quality is fine enough, the casing material (The Aluminium alloy I think) is not that great. You can easily feel the difference with a high-end laptop body like Apple MacBooks. However, that's not bad at all, it's just not premium.For the best parts, I would choose first the weight. You can't imagine how thin and light is that. Furthermore, the battery last for almost the whole day and you can be sure that you won't get out of charge through the day. Although ASUS claims 12 hours, for the mixes tasks like internet browsing, movie watching, some office works and general university stuff, you can be sure to have at least 8 hours of charge.All in all, I rate this great machine 5 star, since price-wise it's even more than the best. You get the latest Intel Core i5 together with 8GB RAM and 256 SSD in s very thin and light body just for 750$. That's great and I am satisfied till now.",3,3,3,2,4
198,"Awesome deal. For this price, you get a lot. It has a nice keyboard with decent travel on the keys, powerful specs, a nice working active pen and touch screen, and an overall nice build quality. I wish the casing was aluminum, but for this price, hard plastic is tolerable.",3,2,3,2,4
199,Its a great laptop. I am very happy with it.,2,2,1,2,2
200,"Got a 64 GB card to go along with the machine and absolutely love this machine. Looks great, battery time is awesome, keyboard typing experience is good and the trackpad surpasses the quality of many Windows laptops I've used.",3,1,5,4,3
201,"I've had to deal with two broken models of this laptop. The first laptop I received was wonderful. It could play older games like Civilization 4 (and could actually even play Call of Duty 4 on low settings with reasonable frame rates), it could do word processing, it was light, fast enough; it seemed like the perfect budget laptop... except that it had a broken SD card slot. Mechanically broken- if I put an SD card in I could not get it out without using a special tool of some sort. So I ordered a replacement. This one wasn't mechanically broken- instead it would have the drive randomly unmount! This would happen completely sporadically and unpredictably. Sometimes it would simply read that there was 0 mb free, sometimes it wouldn't even appear on my PC at all. Two laptops, two broken SD slots! Absolutely unacceptable. Very disappointed.",3,1,5,4,3
202,"I purchased this as a replacement for an Asus X205TA I got last year, and the performance is AMAZING! What struck me most was the display color difference. Everything is more saturated and sharper with this laptop.I thoroughly enjoy that this is a 4GB compared to the standard 2GB for computers this size. I am a self-confessed tab addict, and the 2GB tends to panic once you go past about 8 tabs. Especially while shopping, being able to open 20 tabs at once is incredibly helpful. Another thing this helps with is the performance on processing-heavy sites such as Shutterfly. My previous computer flat-out refused to do it, while this one doesn't complain at all.I adore the small size, as it allows me to type from a normal keyboard, but gives me essentially the portability of a tablet. I mean, this thing fits in my purse! And as someone with mobility issues, the ridiculously light weight of this computer is wonderful.Pretty much the only negative things I can say about it dare that the little rubber feet on the bottom of Asus 11.6's tend to slide off fairly quickly (about three or four months in), and that you need to transfer your music via USB rather than a direct rip, as they don't have optical drives. It should be fairly obvious that if you're a picture hoarder, you're going to need an external hard drive, but those are much cheaper than they used to be now!For this incredible price, a 4GB 11.6 inch is gonna be impossible to find elsewhere. Grab one while you can!",3,1,5,4,3
203,"Bought this about a month ago and had to return the first one as a couple of the letter keys started sticking on day two. This one has worked well, but the battery life has not been good. I am lucky to get five hours. I did buy the one year warranty on the second one as I have seen numerous reports of problems a couple of months after purchase. This is my first chrome book after using iPads for years. Overall it is a decent machine and the price was reasonable.",2,4,5,4,5
204,It's pretty good for the price. I would recommend it if you just need it for basic browsing.,2,2,1,4,2
205,loud-loud-loud!!!We have had use this laptop for 15 minutes to understand that it needed to be given back.,1,4,1,3,2
206,I Love this Surface Laptop but I only use it in tablet mode. I'm sure there are lots of things it does but I mostly use it to read news and surf the web.As I get more comfortable with it I'll find other uses for it. I highly recommend Microsoft Surface Laptop/Tablet.,0,2,3,2,4
207,My second Chromebook - My son is using it now.,2,4,5,4,5
208,"This is a $200 computer. I know that's obvious, but seriously, think about it. A normal computer should cost around $700, right?I already have a good laptop, but it's a bit bulky and I wanted something smaller that I could take while traveling. I figured, I'm not using it for games or photo editing, the most I need it to do is run Word. I thought this computer could handle that.Honestly, I've ready good reviews about ASUS, but this is my first ASUS computer. And it's also my first computer running Windows 10. So I don't know exactly where to lay the blame, but this thing is brand new and slower than my 5 year old laptop. If I'm running Excel and try to open an image file, there's a good 30% chance that alone will overload this poor excuse for a computer.So, if you're looking for a $200 paperweight that's in the shape of a computer, here you go.",3,1,5,4,3
209,Amazing my dream computer,3,4,5,5,6
210,Great Notebook. Very happy with it.,1,2,3,2,4
211,"I wanted a laptop for 2 purposes: 1) so I could browse the web quickly and stream videos and 2) so my husband could play games, even if at a lower quality, while we live abroad.It seems like my browser is constantly freezing (at least once per browsing session, but more times the longer I'm on, even if I'm just writing emails), and it is not an internet problem. I usually have to wait a full 2 minutes for the computer to function again. We have an older laptop (with worse graphics) that never freezes.For gaming, my husband turned the graphics all the way down on Overwatch. He says there's still a bit of a lag, making the game unplayable in competitive mode since the response time will mess up your ability to do well.",1,0,3,2,2
212,just as advertised,1,2,3,2,4
213,"Does what I need it to, but wish the battery life was longer. Only get a couple of hours before needing a charge. This is about usual for most laptops, but still a disadvantage.",2,0,3,2,2
214,Perfecti recommend it,3,2,5,4,3
215,Really outstanding product. The best laptop I've ever used.,2,4,5,4,5
216,"It makes an excellent light-weight lap-top.The only snag so far is the difficulty in accessing the SD card, but I expect to solve that by adding Debian Linux eventually and reports indicate that it then will rival Apple machines costing twice the price.",2,4,5,4,5
217,"Chromebook person here 5 years in. Best Chromebook to date. Microsoft 365 (from the Android Play store) closes the enormous gap in my business world which NEEDS Microsoft Word and Excel compatibility (this is enormous, this break-through cannot be overstated... yes, you WILL need a Microsoft 365 subscription to maximize... but the fact that this licensing-gap has officially finally been closed is huge ...HUGE!!!). Picture/brightness/definition of picture-video is unbelievably good (and the odd-ball aspect-ratio showcases video and web-sites in such a nice way). This snappy-ass machine has such an instant no-hiccup response to my touch-pad and mouse. Solid nice build (weight, dimensions, etc are all spot-on). Only reason not a five-star rating is two-fold... One, the outer metal'ish top-surface scratches easily (a major problem which I expect will and certainly needs to be fixed in future versions). And two, when opened up in laptop position, the weight of the top screen-half (if opened 91+ degrees) lifts the right-corner of the bottom keyboard-half closest to me up from the surface by about a half a millimeter (which creates slight rocking, which is a pretty big ouch... but I am guessing that this flaw is just a one-off flaw that is not to be expected in all Chromebook Plusses across the board). This said; unless you drop full-blown coin on the Pixel Book, Samsung's Plus might very will be the best there is to get at this moment in (our relatively young) Chromebook history.",2,4,5,4,5
218,My husband loves this little pc,3,1,5,4,3
219,"I don't know if I just got a bad one or what but the screen was gawd awful. I just couldn't get a good viewing angle on it. If I looked straight ahead at it it was too bright and washed out and hurt the eyes to read. In order to get a halfway decent viewing angle I had to lean the screen back about 10 degrees from a normal viewing angle. Any head movement up down, left or right gives you a washed out screen. I tried messing with the intel color display settings to no avail. This is probably the worst screen I have seen on any computer in my lifetime. Maybe I just got a lemon. I found it unusable.As for the rest of the computer, I didn't find it sluggish at all. It loaded up web pages and word documents just fine. Even ran MS flight simulator 2004 just fine. Of course I wouldn't even attempt to do any video editing on it or heavy spreadsheets. I could even deal with the 32gb. What I can't deal with is an overly bright washed out screen.I found the build quality to be about what you would expect for a $220 laptop. Cheap screen, really cheap plastic touchpad that makes a noise every time you touch it. Plastic keys. Plastic throughout. While the laptop doesn't show any fingerprints it sure shows oily hands. I'm not sure what's worse, fingerprints or oil. Another thing I didn't like is the way it looks when the laptop is closed. Take a good look at the pics. When it's closed, the lid doesn't completely cover the laptop. It has about 3/8ths an inch down the side that is just for the hinges. Looks funky.I can only recommend this laptop for a child where none of my complaints would matter. If the rest of the screens are like mine was, you're not going to like it. I'm going back to my trusty Acer Chromebook 14 with a lovely IPS screen and quality throughout. What I really want is my Acer Chromebook 14 hardware with Windows 10. I'm thinking Acer's Swift series.",3,4,5,4,3
220,"DEFECTIVE - Track Pad doesn't work, the hard drive is giving error messages and won't respond to updates. Very disappointed, it's the one gift my child really wanted this christmas and it's defective, AND I have to pay to ship it back to get a refund....",3,1,2,4,2
221,Arrived on time. I activated Windows 10 successfully with the code at the back of the Laptop. Good quality for this price.,2,2,3,4,3
222,"to solve the freezing issue, be sure to disable hardware acceleration in your browser/anywhere else it may be (could not find one in Video drivers, but disabling the one in chrome solved the freezing issue for me.",1,0,1,2,2
223,"Had for a few months now and it's been a great gaming laptop! Get a cooling pad though, this sucker can get pretty hot.",2,0,1,0,2
224,"Ive never written a negative review like this so take it with a grain of salt... I opened the box and setup this laptop and couldnt be less impressed. To be fair, Im going from a Lenovo Yoga 900 series that start at twice as much (broken charging port, risky and cost prohibitive to have repaired). This doesnt feel light as it says at all to me. I was sure even without adding SSD storage the processor would be impressive. Nope. Ive never owned an Asus and Im not impressed with what I consider flaws. Unfortunately they add up. For the money its probably amazing, but I dont think it will blow anyone away by any means.",2,0,1,2,2
225,I got the packet as described. Nice cool laptop. I recommend everyone to buy,3,3,5,5,6
226,This is not a friendly PC and the limitation of this product is not furfill any of my need. If you not familiar with this product consult and make test before buy this chromebook. I hate this product for limitation and breach of privacy and security are questionable!,2,4,5,4,5
227,Im in love with this laptop!!,2,4,5,4,5
228,As advertised.,3,4,5,4,3
229,Touchpad starting freezing within a few weeks of having this laptop and by 2 months it stopped working completely...I regret buying it,3,2,1,4,2
230,"Since day 1 around 5pm of receiving the laptop, we were not able hook the computer onto the internet. Then, my son created a password that neither of us were able to use because each time we typed it in, we were not able to log in to the computer. After speaking to Lenovo customer service, they advised us to do a factory reset which took all night long. By morning, we were able to log in, but not able to tap into wifi. I called customer service. Since everything else in our house is tapped into wifi except for this laptop, and we did the factory reset, the 2nd customer service person advised to send the laptop to on of their service centers. However, this rep would not compensate for shipping. This person said our computer was defective yet we had to pay for shipping it to a service center, even if the laptop is covered under warranty. We haven't even had it for a day. We are returning it at no expense to us and buying a new laptop under a different brand that doesn't charge us to ship or fix something defective from the beginning.",1,4,1,3,2
231,Get one with WAY more memory. Thats my biggest regret,3,4,5,4,3
232,"Fantastic buy! Recommended by a coworker and def can't complain! Runs fast, super sleek, excellent for light use!",3,1,5,4,3
233,Great laptop. I played overwatch a lot on console and wanted to switch to pc. I was worried about frame rate drops and ugly graphics. But im running overwatch on Ultra settings and frames never dropping below 70 runs smooth as silk. Very happy!,2,0,1,2,2
234,"Good laptop, very good Quality/proceso ratio.",2,2,1,3,2
235,"Zero complaints, low battery life but that's all gaming laptops",1,0,1,2,2
236,"I received mine a couple days ago but even thought the wireless icon appears as if the laptop is connected to internet the computer can't to the internet unless I use an ethernet cable, i'm think i'm going to return it because i have tried everything and nothing seems to work i'm getting very annoyed by this issue",1,0,1,2,2
237,Good for the price.,2,2,1,2,2
238,I just opened it to look at before wrapping it for Christmas gift. It is nothing like the picture. There's this huge opening towards the back. It almost looks as if it were broken. The color is not the same either. It's a lighter blue. I feel like returning it. Not worth it.,3,2,5,4,3
239,Very happy.,2,0,1,2,2
240,"Excellent computer for automotive tuning. Not a ton of HD storage, but I store all files externally so that's not an issue. Very thin, lightweight and long lasting battery.",3,4,5,4,3
241,I'd buy a used MacBook Pro for about the same price instead of this again. It's....so...slow.... and can't even really run iTunes without running out of space. Keep in mind you can't store everything on an external USB slot you put in. I have a 2010 MCB and it runs so much faster and has way more storage than this thing that now just collects dust in my closet.,3,1,5,4,3
242,"The size, speed, and weight are perfect to carry around. However, the hard drive only 30G. I can't do much running application. I tried to search for same size with bigger Hard drive. No luck. I like ASUS and I hope the manufacture could keep these features with bigger hard drive. The 4k SD adapter card can cost $25 and above.",3,1,5,4,3
243,"Everything else is good except that when you open too many windows maybe like around 10, then it tells you to close some of them or else you would risk losing some of the windows. I had a lot of windows once but it gave me warning to close them soon which was good. That wasn't a big deal. The speed was more important, and there was no lag. Pretty light too. I recommend it.",3,4,5,4,3
244,"Bought this computer for both gaming and college, every game I play runs on ultra (Overwatch, WoW, GTA, Battlefront) It gets a little heated sometimes, 80 degrees Celsius, but Im gonna get an Opolar laptop cooler one of these days. Strats up in 2 seconds, fast, no complains so far",2,0,1,2,2
245,"I wanted a sleek clamshell laptop in aluminum for while because all the kids on campus have them, but have always used Windows, so I was excited to see this come out. I bought it for productivity (word processing, creating slides for classes, programming, photo editing and light graphics design) and it has proved a fun machine to use because of the portability and good looks. I upgraded to Windows 10 Pro so I could use legacy software. The laptop has enough processing power for anything I've used it for and is nice and light. The keyboard is comfortable, the trackpad is smooth and accurate and the battery life is enough to get through most of the day with the performance and screen brightness jacked up.The screen is excellent and the build is solid. The fabric on the keyboard is holding up after four months' use and feels good.I'd be happy if they made the laptop a bit thicker put a bigger battery in it and upped the storage, but I feel that way about all my electronics. My only other minor gripe is that there is a lip at the front of the keyboard that doesn't seem to have a purpose (maybe to help opening the lid), and would be more comfortable if rounded. I had no intention of gaming on this, but as a surprise bonus, it streams my Xbox nicely.I used this successfully to expand the single USB 3.0 port to three and add Ethernet:Anker 3-Port USB-C to USB 3.0 Aluminum Portable Data Hub, with 10 Mpbs, 100 Mbps, 1000 Mbps, or 1 Gigabit Network Adapter with Ethernet Port, for MacBook Pro 2016, ChromeBook, XPS and More",0,2,3,2,4
246,Arrived on time beautiful laptop all set to go online love it no problems,2,2,1,3,2
247,very happy with this product,3,4,5,4,3
248,"I have had it for about a month and a half, and the keyboard already completely stopped working.",3,2,1,4,2
249,"No complaints at all - I love the backlit keyboard, the 17 inch screen and due to the OS being on the SSD drive, it starts up in seconds.",1,0,1,2,1
250,"I bought my daughter this computer and then myself a couple of weeks later. DON'T BUY!! The CD drive on both stopped working within a month which sucks when you have video games and software to download. The charger is junk. And if you do have a repair issue, expect to pay Asus just slightly below retail for repairs. They WILL NOT let outside contractors work in their computers. BUY HP. BUY HP. BUY HP. I can't stress enough how much better their computers are. I REGRET my Asus purchases.",2,2,1,2,2
251,"Great product at a fantastic price! Doesn't have enough storage for full Office functionality, but it's great as an internet computer.",3,2,5,4,6
252,Nothing to configure or set up if you have an active Google account ... simple and easy connection for your email and other internet applications; reasonably good (though not great) screen resolution but certainly fine for the low price.,2,2,5,4,3
253,Great on the go light gaming machine for the money. Thermal trottles to all hell anytime something heavy work load is thrown at it. Poorly designed fan placement.,2,0,3,2,2
254,"Simple and quick setup. No software or function issues. With that said there was a small damage on the back of the laptop display. The smooth metal finish is aesthetically pleasing but the multiple imperfection show up quite easily. This does affect the overall perception of the product, which seem to have flaws in the manufacturing process. There were no issues with the packaging however.",3,3,3,2,4
255,"I got this 8 months ago - first impression was great when it arrived, but the CONs become overwhelming over time.Pros :- screen format, stylus, android compatible, performance, convertible flip....Cons :- Bluetooth is intermittent/weak, Screen dimmer has no setting between ""off"" and ""Too bright at night"", not enough ports, no USB type A, no Video Out, no SD card.Yes, you can get hub/adapter/dongles to hang off the side of the notebook, but they will take more space than the notebook itself, will add up to significant $$$, and will definitely break the port in time.This Notebook would have been great, but it is simply too frustrating to go without thumb-drive, mouse, SD cards, external monitors/projectors, and other peripherals.I hated to lose the screen & Stylus from the Samsung, but competitor product performs similarly, is smaller, and has all the ports and slots a normal user needs *built in*.",2,4,5,4,5
256,The charger is not workinG!,1,4,1,3,2
257,Constantly getting limited space errors; hard disk is not large enough to support routine Windows updates. This machine has turned into the bane of my existence and I really regret having purchased it.,3,4,5,4,3
258,"UPDATE: Received my replacement and it has the same exact issues.I should have listened to the other reviews. The computer lags and hangs up for 10-90 seconds at a time. I am using it mainly for school so when I'm in the middle of an online quiz, this becomes a very huge problem. I updated all the drivers, BIOS was up-to-date, disabled all the annoying bloatware and still had the same issues. I have requested a replacement. I will update my review if the replacement works better.",1,0,1,2,2
259,"I had been contemplating a laptop for quite a while. This is my first as I have always gone the way of desktops until now. With how this computer is equipped, I feel like I got a hell of a deal. Gaming isn't as much of a priority as it had been in the past, but I do some coding and programming that requires some beefy specs. Having a 2.8GHz quad core with 16GB of RAM really makes things easy. And having the SSD makes it boot up in the blink of an eye. And the fans barely make any noise.The design is great. I love the red accents and backlit keyboard. It's not too cumbersome or too heavy to fit into the laptop pocket of my backpack for traveling.The only knock that I'm going to give it is what everyone is complaining about. The sound quality! It's awful! They're spotty, they crackle. Doesn't matter what volume level. It always happens.BUT!!! There is a fix.I connected headphones expecting for the quality to be better. But it was still bad. That means it's not the speakers. It has to be the sound card or drivers. I tried updating the Realtek drivers since that is the brand, but the update didn't fix it. I instead installed the default Windows drivers, and magically there were no more issues with sound.Even though I had to play with the drivers to fix the sound, I still consider it to be a solid buy. There is some bloatware that comes with it, but I deleted all of that. Works like a dream!",1,0,1,2,2
260,"The computer I received today has already restarted 3 times saying there was an error. I haven't downloaded anything harmful, only game capture programs and editting programs and in the first day this has happened",2,0,1,2,2
261,"Computer is less than 6 months old and hard drive failed, the tel number They have on Amazon to call doesn't work. They cant even get the model number or the serial number and HP Says they can not help with out the serial number and they cant find that because the hard drive is not working. I will say that Amazon Just confirmed that they will take it back and refund my money.",2,2,1,1,1
262,No stars! Worst piece of trash. Sorry i bought it. Toy note book.,3,1,5,4,3
