index,review,cpu,graphicard,hardisk,ram,screen
662,could not connect to the internet after a week.,2,2,3,4,3
663,good computer fast the only issue I have did not come with webcam.,2,2,3,4,3
664,"First of all, for the money, Acer computers just can't be beat. They have a reasonable amount of storage and they are capable of basic computing. But it you are expecting $5000 laptop performance, you will be disappointed. I have this laptop to take to my summer home so that I don't need to carry my laptop back and forth every time. It is great for emails, internet and basic computing. I think the speed and some of the capabilities would frustrate someone who uses it for work or something that requires a lot of capacity. For what it is, though, it is a bargain",3,4,5,4,3
665,This laptop does everything I need so far. Ill know more in a few weeks when classes start. (Very light weight which is awesome),3,1,5,4,3
666,"Really good, I got this because I'm a student in high school and needed a place to work on HW. This is almost perfect... One thing that would have made it better is glowing keys.",2,4,5,4,5
667,"This ASUS P-Series laptop is a no-frills computer that offers good performance for the price, but do not expect any premium features.This 15.6"" laptop has a textured matte finish all over...on the lid and on the interior area where you'll be resting your palms, and it's probably the nicest aesthetic that you'll find on this computer. Everything else says budget buy, but that's not really a bad thing here. Inside you're getting a quality 7th gen Intel i5 processor, along with 8GB RAM and a 1TB hard drive. The hard drive is a standard 5,400 RPM disc drive that can be slow at times. Out of the box there is hardly any bloatware to deal with, and after I ran a big initial Windows update I had over 930GB of usable disc drive space. But in general, the i5 processor keeps things moving and 8GB of RAM is just fine for MS Office, web browsing and light photo and video editing work.As far as the externals are concerned, the keyboard is a full-sized chiclet keyboard for the letters and home area. The keys travel as expected, but I couldn't type my fastest on this keyboard, just because the feel was a little off. It's completely functional, but I could only hit maybe 85-90% of my max typing speed on it. However, as a nice bonus, you do get a number pad, but you'll have to get used to the skinny number keys for filling in spreadsheets. I'd still always rather have a number pad, even if the keys are skinny, though. The touchpad, much like the rest of this computer, is functional and ok. There's nothing fancy about it, but it has a decent feel and the left and right clicks aren't too bad. Again, totally functional. There is also a finger print reader on the right side that works fairly well, but alternatively, you can use the webcam and Windows Hello to unlock your device with your face. The left side of the laptop has a VGA port (great for use at older podiums that haven't been upgraded), vents for heat dissipation, an HDMI port, an ethernet port, and 3 USB 3.0 ports. The right side has a laptop lock slot, a headphone jack and a USB 2.0 port. The front has a full-sized SD card slot that has a solid spring-loaded eject mechanism. Also on the right side is a DVD-RW drive. I love that you get a full suite of ports (Displayport notwithstanding) so you'll never have to compromise or bring adapters.The USB ports worked well, and the 3.0 ports do indeed give you SS transfer rates when using 3.0 thumb drives. I used the HDMI port to hook up to my monitor and it gave me 1080p HD with absolutely no lag or problems. You should be able to carry a higher resolution if you have the right HDMI cable and a 4K monitor (I do not have one and couldn't test it).Overall, this laptop performs very well for it's reasonable price. So why 4 stars instead of 5? Well, it's because you will have to make some compromises.First, the DVD drive is loud. Even if you don't have any discs in the drive, on start up this thing cranks and grinds for maybe 20 seconds. In a quiet office, everyone will hear it. The other thing that is sort of a bummer is the screen. It's 1920 x 1080p, and it isn't blurry or anything. But the viewing angles are a challenge. You only get a very narrow 10 degree angle where you'll see decent colors. And it isn't exceptionally bright or vibrant at any angle. I had to jack the brightness up to the 90 or 100% mark under almost all circumstances. The screen also has a substantial bezel on all sides. Considering this laptop is roughly half the cost of a comparable i5 Surface Pro, Spectre, or XPS 13, you will quickly realize that ASUS was able to set the budget prize largely by sacrificing screen quality. Again, fitting with the theme of this device, it's totally functional, but it's not premium. Next, at over 5 pounds, you'll notice the weight for sure. You do get a DVD drive and a bunch of ports, but the budget price comes with a hefty weight compromise. And finally, I notice that this laptop is being marketed for business and productivity. I think that is an ideal usage for this device, however, just be aware that it comes with Windows 10 Home and not Pro or Enterprise. You'll be limited what your IT department can do with this device unless you pay for the Windows download and upgrade.Even with those negative or compromising aspects of this laptop, I can only knock it down to 4 stars because you do truly get a lot for your money here. If you're on a budget but still need to get serious work done, this ASUS P-Series laptop will meet pretty much all of your needs. And if you spend a decent amount of time hooking it up to a monitor, you'll overcome the biggest shortcoming - the screen.",2,2,1,2,2
668,"Amazing ultrabook. I purchased mine refurbished and besides some faint scratching on the hinge, everything is perfect. Stellar battery life and performance. Fingerprint sensor is nice. Back-lit keyboard and screen are all very bright. Only wish they would include a micro HDMI to HDMI adapter in the box.",3,3,3,2,4
669,"Bought this laptop to do basic school stuff on it and it cant even do that. I have had this product for 10 MONTHS and it will no longer hold a charge, wants me a do a security update that is to large for the computer. Lastly, amongst everything else, I have to restart my laptop constantly due to the fact the it decides when it wants to connect to the WiFi. This laptop is a piece of shit and wouldnt recommend to anyone.",3,1,5,4,3
670,"Great HP Pavilion Notebook! Works perfect for school, work, and personal use! And it's stylish!",2,2,1,2,3
671,"I'm sorry Asus, but maybe it's a coincidence, bad luck, or just poor quality of Asus computers, but I've bought two similar Asus touch screen laptops and they both suffered the same fault after several months of use. You wake up one morning and they just won't turn on! And that's the end of it. And because of how affordable (cheap) they are to begin with, it doesn't make alot of financial sense running around trying to get em fixed!",3,1,5,4,3
672,"it is not good. 1. sometimes it will restrart. 2. the Windows10 is slow. 3. I met once this situation. The screen said restarting after i took a shower. But i didn't restart the laptop and i was watching live TV. When it finished restarting, i typed in my password and it said login. Then i went to take a coke. The screen was close when i came back. Everything could work except the screen. I don't know what it is wrong. I don't like it.",1,0,1,2,2
673,"Used for some time to evaluate, the computer is very newThese days I mostly use for web browsing and printing, Microsoft office needs, the occasional game, etc. I needed something at my work that was small and light and did not need a lot of computing power. I didnt want to spend much money.Very practical",3,2,5,4,3
674,nice experience,1,2,3,2,4
675,Works well but the volume is to low,2,2,1,3,2
676,arrived DOA,2,2,5,4,3
677,"I opened my brand new laptop which arrived from Amazon today (not a 3rd-party seller, sold by Amazon.com). After booting, I get to the ""Hi there"" screen. However, after selecting my choices, the computer goes into ""Just a moment"" and reboots, black screen with Asus logo. I get sent back to the ""Hi there"" screen. This continues in an infinite loop. Computer is unusable. Contacted Asus support, Google search suggests unlicensed copy of Windows 10 (no license # on the back of laptop).",2,2,1,2,2
678,The hard drive is the biggest choke point (and it's a severe one too thought it had crashed multiple times but no just locked up from the hard drive) expect to add a SSD or replace it. Other than that it's a good laptop.,2,0,1,2,2
679,I had to return it. It was very slow AND there were grey lines that would flash in front of the screen very often.,3,4,5,4,3
680,"This laptop is terribly made and has nonstop hardware issues right out of the box. I returned the first one I received because the battery refused to charge after 2 days and had to be plugged in 24/7. Tech support was unhelpful with this issue and thankfully Amazon's return policy still covered the laptop. The replacement worked perfectly until now, less than 5 months later, the headphone jack isn't working anymore and the left side of the screen gets covered in flickering blue lines, like very fine graph paper half of the time. I have not dropped the computer or gotten it wet. Very dissatisfied with the product. For the price (over $500) it should be built much more sturdily and should at least last a few years without major hardware isues. I can sometimes understand receiving one dud product but two in a row??? The only reason I give it two stars is because the performance and features are solid when the device actually works. I expected much better from ASUS.",2,2,1,2,2
681,"i love it, fast.",1,0,5,2,2
682,"I like the overall look and feel of the laptop, unfortunately it has quite a few problems.1. The keyboard is not level. The 'G' key is very obviously lower than the rest.2. It loses the D drive (my SD card) every 20 minutes, rendering it useless. And this laptop is not very useful without an SD card.3. The touchpad is great after reboot, but becomes jumpy after 20 minutes of use or so. It has happened many times when I am using the file explorer (with nearly disastrous results)It could have been a decent laptop, but I wouldn't know. Unfortunately these problems make the laptop unusable for me.Sadly it's not an isolated case. I have 4 Asus laptops sitting in my house right now. Three of them have similar issues with the touchpad, two of them have issues losing my D drive. The Zenbook I have has issues with GPU overheating (even though it has a fan). They all have features that impress me initially, but fatal flaws have kept them from being useful.So ASUS, please:* Keep the current configuration, perhaps with more HDD space* Keep the lightweight and good battery life* Fix the issue with sticky touchpad (I have accidentally deleted files so many times because of it)* USB3 thumb drives have to work (I have lost a whole drive worth of data because of it)* Overall better quality control* I am willing to pay more if you fix the above problems",3,1,5,4,3
683,"Very good lap top (Chromebook). Plenty of file space for what I need because I store everything on flash drive anyway and the processor is fast enough for my online gaming, I use it for a lot of different things but gaming is what I got it for and it works just fine. No complaints.",3,1,5,4,3
684,"UPDATE: Returned the original laptop, and re-ordered. The new laptop came with the correct (1050Ti) graphics card. Extremely happy with the laptop and the customer service!Laptop itself is great. Performs well and has solid feel. Like others here, I received a GTX 1050 graphics card, not the GTX 1050Ti. Had to contact Amazon and return for a refund, but customer service was very helpful. If you order this, make sure you receive the 1050Ti.",2,0,3,2,2
685,"It's uncomfortably slow as Windows 10 works fast only on SSD, so better get the SSD version (I'm going to install it as well)",2,0,1,2,2
686,"Can't believe you can't upgrade the memory. Stuck with 6gb. What is this, an apple product? Wouldn't have bought it if I knew this. Can't run Windows Mixed Reality due to insufficient memory. Only saving grace is it comes with a slim profile DVD burner.",2,2,1,3,1
687,It's a great device however I received it with a dent on the lid. Very disappointing.,1,2,1,2,3
688,Had the laptop for around a month now. The most pleasing aspect of the laptop is the build. The laptop feels solid enough but at the same is not too bulky. I can carry it around for a day without hurting my back. The performance is great. Thanks to the ssd the laptop boots under 8s and other functions are smooth as well. Having an additional HDD certainly helps for gamers though it gives a feel that it takes forever to load games or softwares. The wireless connectivity options are working properly and provide great speeds on wifi. The most frustrating thing is the battery backup. Even with power saving mode on the laptop lasts hardly over an hour and a half. Plus the power saving mode gives the feel of working on a 4-year old netbook! Other than that the laptop has been a great revelation and as a fairly active gamer I'm quite happy with it.,1,0,1,2,2
689,"This is a nice setup for under $400. The laptop features the Intel i3-8130U 8th generation (latest generation for 4/2018, a 2 core processor), a 1TB drive and 6gb RAM. The battery is supposed to last for 12 hours (I tested this a bit but not a lot). The laptop has 6gb, a read/write DVD drive, and a lot of connections and a 1920 x 1080 display.The laptop is responsive and snappy for an under $400 laptop. Im a bit perplexed by some of the reviews claiming this to be slow. It is not. This value laptop has some chops. I loaded my desired suite of applications with Ninite dot com, that went quickly. In testing performance, I ran a Netflix movie and a show on YouTube at the same time with no performance degradation. I ran the 2+ hour movie twice while doing other stuff on the laptop and the battery still showed over 7 hours left.This laptop has a lot of connectors: USB, HDMI, and even a VGA connection (which I would suggest dropping, if you need that just put a HDMI/VGA adapter in your computer bag). Also included is the R/W DVD drive... something becoming rare in laptops. A nice option to watch movies if desired.The laptop display is good but has a poor viewing angle. I wasnt surprised, my guess is that this is the display was where trade-offs were made to get the laptop to this price. The display is hard to see from the side (a witty salesperson would claim this is great for privacy) and required tilting the display forward/back more than I liked to obtain the best viewing angle from the front.The speakers surprised me. The speaker volume is typical to most laptops in that I wish it would be about 20% louder at max. The speakers seems to be nice but not amazing, at least until I was lying on a couch watching a movie with the laptop on my chest. The nearness of my ears to the speakers allowed me to hear a very nice spacial mix of the sound.. the movie sound track ""bloomed"" at that point and was surprisingly good. Bear in mind, I practically had to have the laptop a foot or two from my face for this to kick in.Overall, for sub $400, this is a very nice performing laptop.",2,2,1,3,2
690,Awesome machine. Lots of space. Fast. Was worth the money.,3,2,1,4,2
691,HDMI doesn't work. Need to return.,3,2,5,4,6
692,Its a pretty good laptop so far. Reloading (to get rid of the Bloat...) seems to take a really long time but that is windows and not a hit on the laptop. So far its nice for the price....and the DVD...its real not fake....so who ever said that was full of it.,2,3,1,2,2
693,"Not too bad. Poor quality screen, even for a TN panel. The main problem were the Trackpad Drivers were trashed. Have your paper clip ready to reset the computer. Acer was more worried about getting the warranty information than that their product didn't work. Don't expect it to work straight out of the box.",2,2,1,3,2
694,"Ok, so lets start from the screen which is LCD that is worse than an LED-LIT, and the bad processor time to respawn, cheap SSD and the DDR3 RAM, im so sad that i purchase this over the Helios300 with LED-LIT screen + gtx1060 + DDR4 16GB RAM + 256GB SSD and a 3.8 processor speed which is much better than a 2.8. All of that with a difference of 90$.",2,0,1,2,2
695,"At this time I can not give an honest review of item because I have not been able to use the product yet. I purchased the product for a friend of mine for her birthday. Last night, 3 May 2018, I finally opened up the product to get tit setup for her, but every time I turn on the computer I receive the following message: No Bootable devices. Strike F1 to try reboot. F2 for setup. F3 Diagnostics.I run the diagnostics and get the message that there is no Hard Drive installed. Therefor, if there is no way for me to fix it on my own I will have no other choice but to return this item.",2,2,3,4,3
696,"This is the worst laptop Ive ever had in my life. My wireless connection was too slow, so I updated the wireless driver and got this resolved. But the battery driver stopped working and now its not detected by the OS. The laptop doesnt turn on without the AC adapter. Already tried to reinstall Windows but didnt worked as well. And I cant send it back to amazon because I live in another country. Also, ASUS global warranty assistance does not work in my country Brazil. I bought this laptop a month ago. Ive been saving money for a laptop for 2 years and now my brand new laptop is broken and useless. I tried everything, since reinstalling official drivers, restoring from a previous point and reinstalling Windows. I cant even describe my frustration.",3,3,3,2,4
697,Battery stopped holding charge after only 2 month.,2,2,1,2,2
698,WARNING: my package came without the charging cord. When I asked Amazon to issue a credit so that I could buy a cord on its own they would not offer any solution other than return and refund of the entire item.,2,2,5,4,2
699,"Great laptop for budget gaming. Works well, turns on fairly quickly. I would recommend disabling windows updates, getting a different antivirus and disabling windows defender. Also very important go to your battery settings and set maximum processor speed to 85%.This will make sure the laptop doesn't get hot and throttle itself (slow down). It also saves a bit of battery.After all this, it plays fortnite at 1366768 on a mix of Med-High settings at a locked 30fps. Which isnt bad for a laptop in this price range. Overall, impressed with it. Works great after changing those things, would lag before.",1,4,1,3,2
700,I am sending it back after less than a day of owning it. This is the slowest machine I have ever worked with. I guess you get what you paid for. It is fine for home use. I don't like windows 10 :(,2,2,1,3,2
701,Slim design looks greatFast when connected to strong Wi-Fi,2,2,5,4,3
702,"Love my Chromebook! Beautiful design, run fast. I use it to write and internet",2,4,5,4,5
703,"Also, the computer box seal that states it should be unopened when received was open and cut.",2,2,5,4,2
704,i just started it and already it's slow... what's gonna happen when i put programs and files in it?,3,1,5,4,3
705,It is able to run games that require gtx 1060 6gb pretty smoothly. The one thing that ticks me off is that it gives me a white screen with lines when i open it 30% of the time. Its an easy fix by just holding down the power button and turning it on again. Other than that its a fast boi!,1,0,5,2,2
706,"Pretty good for the price.Bought it to edit videos mainly. Works well with video editor software. (video pad). (lightworks, however, did not want to run. could just be me, though, as that editor is complicated compared to Movie Maker etc).Can game moderately, but don't expect HQ graphics. Most of my games --Skyrim, Divinity Original Sin 2, Saints Row 3-- all have to run on the lowest graphics setting.Touch screen is a nice feature. Webcam is alright, too.",2,2,1,3,2
707,"The system is very slow, it takes almost 10 minutes to start every time I open it. So now I am thinking of returning it back.",3,2,1,2,2
708,"Worst screen ever. Cant believe that dell is shipping with these panels in 2017, they look like they are from old tv sets from the 80s with false colors. With a warm tint that cant be changed at all, gives you a headache if you stare for few minutes. Im planning to replace it with my 5 years old xps laptop 720p screen. Regret the purchase.",1,0,1,2,2
709,"This is a good computer for what it is, and what it is is a Chromebook. That means it is a laptop running Googles Chrome OS. The operating system is fast and very user friendly.One thing that people will complain about is the amount of space that the laptop comes with. Its about 15gb. Before you freak out about that, let me explain WHY the storage is so small. Chromebooks use what are called web apps. That means you dont need to (or more accurately, cant) download programs. That being said, dont expect to be downloading games and movies.The battery life is about 12 hours (unless you use the computer the way I do. Ill explain later)The camera looks good, albeit slightly grainy. Well, when its not skipping frames.With the main focus being on web apps, that would mean that you have to be online constantly to make the most use of the laptop. There are of course, a few offline comparable apps that you can find in the Chrome Web Store if you ever find yourself without connection.If you want to unlock the full potential (and very quickly run up your memory) you can take advantage of the fact that ChromeOS is Linux based and install Ubuntu. I wont get into that, just simply explain that its possible.For your money, it is a good machine and I actually enjoy using it.",2,2,5,4,2
710,screen is flickering already :(,3,4,5,4,3
711,"Its a beautiful laptop, but its slow as hell and won't stay connected to internet no matter what network I connect to, so its basically worthless!",1,1,1,4,1
712,Excellent laptop and hard disk capacity for the price.,2,2,0,2,2
713,Great Laptop for the price!!,3,4,5,4,3
714,"didnt work, sent it back. they were easy to work with though",2,4,5,4,3
715,"The best laptop for its price. I recommend it, definitely",2,1,1,2,2
716,"I just ordered this after finally ditching my old laptop. It's fast and adaptable. Windows 10 works great too. The back lit keyboard helps a ton since I do a lot of typing at night, I don't need a lamp on to see the keyboard anymore.",3,2,1,2,2
717,"Works fine at the office with documents, spreadsheets and more",2,4,1,2,2
718,Plastic chassis really brings down the that premium feel.as well as the keys could have a more premium look,2,2,1,2,2
719,Item arrived completely damaged and not usable. The box was fine so it was sent out in this condition. Not sure why anyone would think this is acceptable to sell.,3,1,5,4,3
720,"Piece of junk, got it from Best Buy yesterday and screen has been scrolling automatically and random buttons are being clicked without touching the laptop. There seems to be an issue in the areas where you would test your palms. the laoptop goes crazy. Returning it to Best Buy tomorrow. I will try to add video some place.",2,4,5,4,5
721,"WOW The best chromebook ever!! je le conseil  tous le monde qui veut un ordinateur portable abordable, lger,mince et robuste !",2,4,5,4,5
722,"After a few days after purchase, I must say that this is a fantastic purchase for the price. Granted, I do not keep up with recent laptop technology as it hits the market, but compared to the Asus laptop that i have upgraded from that was new about 4 years ago, this product is an entirely new generation from my previous experience. I must say that still, after years of development the track pads of these more affordable laptops are still not nearly as good as the front runners, such as apple. Even with this downfall, the performance with the SSD makes the operating system really snappy and the ability to upgrade the RAM adds and included bonus for performance. This is by no means a performance gaming system that will deliver 4k or VR capabilities, but if you are looking for a decent, well priced laptop with incredible potential for general use, artistic and occasional gaming capabilities, this is the product you have been looking for! The keyboard feels nice, backlit keys(in just the red LED) is nice, 2 in 1 maneuverability is surprisingly useful(I like to put it into tent mode with a PS4 controller when I'm gaming), screen looks great, touchscreen is surprisingly responsive, speakers are better than expected, the red accenting looks nice and you just can't complain about what you have paid for. The only thing I would ask for is a more narrow bezel on the screen, but really, what does that matter?",2,0,3,2,2
723,"Update: I returned this unit.I came back to make sure I only gave it a one star. The lines in the screen never went away after waking from sleep, pressing again would correct it but, next time it slept the line in the screen would take over the whole screen.I literally hate this keyboard. The first couple of times even holding the unit, the keyboard detached and landed on my foot; man that hurt.I cannot even hold, open, or barely use the unit with the keyboard as it falls off way too easy.Even when I use it the keyboard flops all around. Opening the unit will separate the keyboard from the tablet causing problems with usage.I would much rather have the 2017 version with a hard keyboard; much like a laptop.I may be raving on and on but, I really feel strongly about my dislike for the keyboard setup.The display did freak out when I awoke it from sleep; it had lines running through it and could not read display.I hate to return things but, this one might have to go if it keeps up.I haven't used it that much yet but, the unit appears to be slow to respond. I have often read about slow tablets and to me barely noticed but, this one...SLOW!I am not that impatient but, I will have three windows open from clicking the same thing; thinking that it did not open.",2,4,5,6,7
724,Great purchase at a great price,3,1,5,4,3
725,I bought it in December and I have not had any issues so far. Its performance is quite impressive and has a good battery life.,3,2,2,0,3
726,"Setup took some hours, but thats Microsoft, not Acer. Runs fine. Not lightning fast but definitely an affordable upgrade from where I was. Task manager took 3 seconds to open...not sure what that other reviewer is talking about. Laptop construction feels a little cheap, but you get what you pay for. Fan is audible but not loud. Will have to remove bloatware tonight though there doesnt seem to be a lot. If youre buying this for gaming you should also look for an external graphics card cause the built in one wont handle much if you want newer games.",2,4,1,2,2
727,Doing great so far,2,4,5,4,3
728,"INTRODUCTIONI bought this laptop, intending to use it for some business consulting work. I was traveling a lot so I figured it would be nice to have a prettylightweight laptop with a full keyboard that I could use to do emails, basic web browsing, and google docs.After receiving the laptop, Windows insisted that I run windows update to ensure the laptop was up to snuff, in terms of required software. After that finished, I used add/remove programs to ensure I didn't have any bloatware to slow the laptop down. Surprisingly, Asus didn't really include a whole lot other than the software required to do smart gestures on the trackpad (good on them for what used to be such an annoyingly common problem with retail PCs).PERFORMANCEInstead of describing how I felt about the way the laptop ran, I will instead describe what happened to this laptop when I operated it under a range of normal use scenarios.Checking Email:Gmail is a little slower to load than on most other PCs I've used. I also experienced an unusual phenomenon while typing in a blank: all keystrokes would take a very long time to register (for instance, if I had typed this sentence, it probably would have taken 10 seconds for the entire sentence to show up after I finished typing it out).Using Google Docs/Spreadsheets:The typing in a blank delay would occur constantly in a Google Spreadsheet, but was not present in a Google Doc.Using an online Messenger (Messenger.com):Delayed typing problem was worst on this site, which led me to believe that the UI was too much for the CPU to handle, affecting the ability of the computer to convert input keystrokes into output letters (this is very surprising, given that the marketing for this computer highlights how many cores the CPU has... I guess number of cores is truly meaningless if text output is a problem).Using Skype Messenger:No issues. I never tried a video call, so I cannot confirm whether any issues existed.Reading Articles Online (News websites, popular online magazines, etc):Probably the worst experience. Page loads were very very long. I can only imagine it is due to all of the complex ads that have taken over websites which demand a lot of resources. Not to mention, ads that loaded videos and started playing...Netflix:Surprisingly, no issues streaming. Navigating the Netflix UI was a little bit laggy, but it was not nearly as bad as some of the online news/magazine sites.Free Trial of Minecraft:I booted up the free trial to see how it performed, and I was shocked. The game runs very smoothly...My only guess is that the game could utilize multiple cores, while internet browsing couldn't take advantage of multiple cores simultaneously.HARDWAREThe laptop is indeed flimsy-ish as many of the other reviews note. However, I would like to say that it was not as flimsy as I expected based on those other reviews. There is a little flex when holding the laptop by one of the sides, but overall, it's decently solid for a $200 machine.The screen was definitely lacking, but better than I expected for the price point. It's glossy, non-touchscreen, backlighting was a great range of bright enough down to dim (for saving battery). I will say that it was not bright enough for the glare from reflections (e.g. if the sun was shining on my shirt and my shirt was a light color, I could clearly see the reflection of my shirt in the screen, even at highest brightness).The keyboard definitely uses membrane switches, which had a nice actuation feel considering how cheap this laptop is. The size of the keys were definitely smaller. The letters/symbols were printed on each key in a really cheap-looking finish. The plastic material that the keys are made out of was definitely low-grade.The trackpad was solid! It was large considering how small the laptop is, had a great feel (was smooth and easy to move about on), and right and left clicks are unmarked but easy to find in the lower right and left quadrants (respectively) of the trackpad. The Asus trackpad software that comes installed knows when you're resting your palms on the trackpad to type, and limits the mouse movement to only input from a finger (it's quite smart..).Webcam: not sure... never video chatted or used the laptop's camera.The form and finish of the laptop are nice. It is NOT metal, but the paint on the plastic does indeed look matte metallic from a distance. The shape was pleasing to hold while closed, and is likely perfect for any 11"" Macbook Air slipcase/carrier.OVERALLEverything about the hardware on this laptop makes me wish it performed better. It comes with a one year subscription to Office 365, and excel and word performed adequately. If this computer is for offline use only while traveling, it is probably perfect. I would hazard to guess that most websites design UI assuming most readers are using Macbooks and work PCs... this is certainly not the case. I have returned the PC, and will instead buy a $400 - $1000 ultrabook/2-in-1/macbook that I can use for internet/travel work.",3,1,5,4,3
729,"Light and powerful battery. But why the 8G memory made up by 4G on board and 4G on the slot? This means you can only remove the 4G memory and add a 8G memory, only 12G for you. Why this stupid design used for this PC??",3,2,3,2,4
730,"Its a great laptop for the price that it is. Annoying that there is not much space on the main hard drive, I just got a sd card to insert. The battery life on power saver lasts over 10 hours doing light work which is what I bought it for. The size is also great.. Easy to carry around and does not take up much desk space.",3,1,5,4,3
731,Amazon recommends this computer for business but it has Windows home which can't be used on a business network. Buy this if you want to return it because it's not going to be useful for what you bought it for.,2,2,1,2,2
732,"Very good product. Happy so far with everything...speed, sound, performance. Good laptop.",2,4,1,2,2
733,No backlit keyboard....this makes no sense on why you would buy this.,2,2,1,2,2
734,"Not many people give this computer 5 stars but i do. The reason is primarily for the 1080p display. It makes reading text no matter what size wonderful. Everything works very well on this computer as well. The speakers are a little tinny which is to be expected on a budget laptop but their volume is loud.The first thing i did after the initial setup of a new computer is install a Samsung low profile 128 gb usb flash drive that stays in all the time. A usb flash drive is absolutely necessary on this computer to be able to update to Windows 10 version 1803. Then i went to Settings,System,Storage and told Windows to store everything to the usb flash drive. Then i installed a usb cordless mouse. And i still have one usb port open.It was a struggle to get Windows 10 version 1803 to update as there were about 8 other updates at the same time. The usb flash drive is mandatory in assisting the update process. There still wasn't enough space even after running Disk Cleanup and clicking on Cleanup System Files, putting a check mark in all the boxes and ok it. I did that 3 times at different intervals of the updating. I had to uninstall the 1 month trial version of Office 365 and tried to update again. Still failed. So i uninstalled three games Which could have been moved to the usb flash drive but i chose to just delete them. That was enough and it updated to Windows 10 version 1803! Then i ran Disk Cleanup again cleaning up system files and i had a whopping 13.5 gb of free space on the 32 gb emmc drive.Windows 10 has a few foibles like saying the flash drive has errors and wanting to scan and fix it. It doesn't. And the power button won't put the computer to sleep but closing the lid does. I can live with these things. I think it is a great buy.",3,4,5,4,3
735,"Got is has a gift for someone and they love it! Nothing but good feedback on the laptop. Since Im not personally using it I cant give much details other than it runs good, the screen is big and clear and its use for day to day things",3,4,5,4,3
736,The battery life is terrible^10. The computer is already slowing down. I would not recommend.,2,2,1,2,2
737,NO POWER PACK!!. What good is a 3hr computer worth? Astonished.,2,2,3,4,3
738,"I bought it a month ago and it has begun freezing, glitching, and isn't even functional at this point. I tried to trust all the good reviews but I for sure got a bad product. It's worse than the laptop I was replacing.",1,4,1,3,2
739,"I am currently not using this much, but I like it so far, still observing. Nice body and quality. It is fast. I hope it last longer :)",3,1,5,4,3
740,I so wanted to keep this beauty. Had to return it because I could find no way to copy and paste. Unless this is fixed it is a fatal flaw.,2,4,5,4,5
741,i gave it as a gift so i have never used it..,2,2,5,4,3
742,"After about 6 months of daily use, the shift, ctrl, and alt, tab keys on the left side of the keyboard have stopped working. Tried a new install of windows, to no avail. Probably a hardware issue, but I don't have the knowledge to fix it myself. Unfortunate, but it really sucks not being able to alt+tab, or use shortcuts.QC might be an issue with ASUS, just wished I didn't get a lemon :/",3,1,5,4,3
743,"Gift, he loves it",1,2,3,2,4
744,Still finding my way around on it but overall it is really nice. Only drawback is that I cant use my Big Fish games account on this computer. I love their games and have had this account for abt ten or twelve years,2,2,5,4,2
745,"Alright, so, I have never had a laptop or PC and neither has anyone in my family. It goes without saying that I am no PC expert. However, if youre looking for a laptop that can run most games, Netflix, youtube, etc- this is perfect. I bought it for school use with some personal use on the side, admittedly Ive been spoiled to more personal use than school use. It runs games like Fortnite, State of Decay 2, Roblox, and Skyrim without any problems. It has AMAZING batter life. My ONLY complaint is the touchpad, which isnt a big deal since I usually use a Bluetooth mouse.In conclusion, if youre skeptical and nervous like me and have no idea what to choose- give this a chance. Itll do all the necessities and much more for a great price (:",1,0,1,2,2
746,My 30 fps life is now forever gone!,1,0,1,2,2
747,Is very beautiful color and i love this laptop,3,2,1,4,2
748,"very slow not really worth the money, I went back to using my very old apple macbook that I still need to update but it still works better than this one.",2,2,1,3,1
749,I have had this computer for 4 months and it has already died and will not come on.,3,2,2,4,2
750,I brought it for my grandson and he loves it!,3,2,5,4,3
751,Good product pity it didn't have a touch screen,3,1,5,4,3
752,"I like this laptop a lot. Only problem is it gets a tiny bit louder when its charging but its not crazy loud, definitely bearable. Windows 10 is a little crazy sometimes but as a whole I'm very happy with this product.",1,2,3,2,4
753,.This was a replacement computer for my HP as the hard drive was going. This HP is faster and easier to use. Still getting used to the new features and Windows 10. Much lighter weight than my older HP. They get better all the time. Key board keys feel different but it's easy to get used to.,2,2,1,1,1
754,Excellent computer!,2,2,1,2,1
755,Had a hard time operating,2,2,1,2,2
756,"Great specs for the price, but you will need an external USB thumb drive to update Windows 10 to the latest version. There is not enough free space on the internal storage. Windows 10 will give you an error message stating that there is not enough free space when updating to the latest version of Windows 10. Microsoft has published an easy to follow guide that walks you through the update process with an external USB drive. A lot of people are complaining about this with laptops that have 32GB eMMC Flash Storage. You must have an external USB drive larger than 8GB to update to a new version of Windows 10.",3,4,5,4,3
757,"This item was in terrible condition was supposed to be white is dirt and in awful shape, very disappointed!!This was horrible!!! Was bought for Christmas gift!! Looks like it came out of dumpster!!",2,2,5,4,3
758,I love it. I shop and pay bills with no problem at all.,2,4,5,4,3
759,Occasional blue screens,1,2,3,2,4
760,"Computer arrived at promised time. The computer is very professional looking with a nice large display. Really like the finger print recognition for added security. The colors really ""pop"" on the display and text is very sharp/clear. Keyboard is large with the keys well spaced and at a comfortable height from the keyboard. There is quite a bit of memory and processing power built into this machine with the professional in mind. This would not serve a gamer, but for a student or business professional this is the product to have. This is an all round good piece of machinery for the price that was paid for it. I would most definitely recommend this product for someone looking for a computer for every day use.",2,2,1,2,2
761,Bought this for gaming. As soon was able to download games quickly hasnt given me any issues.,2,0,1,0,2
