index,review,cpu,graphicard,hardisk,ram,screen
131,"Excellent price. I know it was refurbished but you wouldn't know it. The package came with a very heavy bubble wrap, which protected the computer. The set up was plug and ready. I love this Chromebook is the best. I have had Asus chrome books and I feel that the Acer is the best. I love the large screen. I love it so much that I ordered another one for my husband. I would recommend this Acer to everyone. Easy to operate and fast. Also, don't forget that it has its own Antivirus build right in the computer.",2,2,5,4,2
132,"Exactly what I needed: reliable, quick enough, portable and light. No problems so far.",3,1,5,4,3
133,"I bought this laptop for school. I am currently a Computer Science major, and this computer has been able to handle the code that I have thrown at it so far. (JS, node.JS, Python, php, and SQL). It's substantially lighter than my last computer, and smaller which is awesome. Enough storage for my needs. I've not tested any games on here, as I don't want to tempt myself to play games when I should be studying or working, but I would guess that it would hold up to a decent standard. All in all, its awesome, and I'd get it again.",2,1,1,2,2
134,"Very happy with this comparatively inexpensive laptop. Inexpensive when compared to other souped up gamer models. This has more juice than I would have expected for the price. The display is nice, the speed is better than I had anticipated (so far). The hard driver is not huge and an inexpensive external hard drive would make a perfect complement to this purchase.",2,0,3,2,2
135,"Great budget system. I had to add a 500GB ssd to the available expansion tray, but that was easy. Runs all the games I've played on high settings and no problems so far. I mostly play FPS games online in multiplayer, BF1, BF4, Titan Fall, Battlefront 2, etc.. I don't get any stutter or lag and I use the cheap, but reliable, G602 wireless mouse and a DIY lapdesk that is foldable, for the best portable budget system.",2,0,3,2,2
136,one of the best I've owner and I've had several . I will never buy anything other then from them.,2,2,3,4,3
137,It froze up on me from the very beginning!?? Idk if I just received a lemon or what but I had to return it and am looking for the perfect touchscreen laptop on the market and am willing to pay in the ballpark of $400-less than $600 if possible! Needed for home use and the best program for pictures?? Can anyone help me find what Im looking for???,2,2,1,4,2
138,"Was easy to set up, especially for a tech-challenged old man. I was expecting a half-inch thick instruction book but it's all done interactively. You power it up and follow the prompts. It took a half day to load everything; you have to be patient. It serves all my needs, shopping banking, etc. I don't do games or movies on it so I can't comment on its capabilities there. The default browser is Microsoft Edge; I managed to change it to IE11 which is easier for me. For the money, you can't go wrong. If you're like me you won't be disappointed.",3,2,1,4,2
139,"I'm very satisfied with this laptop. Being so thin and so light, yet is has a build quality that I think rivals others in the price range. An 8th Generation Intel i5, 8GB of RAM, and a 1080p display that's vivid and crisp, paired with speakers that aren't that bad and chiclet keyboard that's responsive?Yeah, I'd say it's a pretty good piece of tech for the price.Battery life is pretty decent. It's listed at 8 hours, but of course depending on how you use it that will vary. Having USB Type-C is a nice touch, as well as USB 3.0 ports. Of course for me, the 8GB of RAM it comes with is enough, but it's a little ""future proofed"" with the ability to add more, which is always a plus. My only gripe is that it doesn't have a dedicated graphics card, but it can still handle some less demanding games.I'd definitely recommend this to anyone trying to upgrade from an older laptop, or just someone who wants a good all around laptop in general",1,4,1,2,2
140,"I was looking for a gaming laptop under 1,000$ with powerful GPU, there were lot of options out there, but everyone has its own cons which held me from buying it, the options I have been Lenovo Y520, Asus 553, Dell 7567, Acer Predator Helios 300 and MSI GL62MY520 had a horrible keyboard and numpad even though its screen was great, Dell was heavy as a piano, Helios was an amazing option especially on the black Friday, it dropped from 1,050$ to 900$ yet I passed it. and then came to the GL62M and purchased with a great offer of 800$ from Amazon (but from my brother's account) that's why I'm not seen as a verified purchase.Anyway, coming to the pros and cons, What I like about the GL62M:- Lightweight comparing to others from the same category- The keyboard is noiseless- The laptop runs cool and quiet, except while gaming It would become a chopper but that's fine with me- Powerful GPU 1050TI, CPU I7-7700 which makes gaming experience so amazing, played COD WW2 and Shadow of war both on High details FHD- It came with 1TB HDD, and Samsung 128GB SSD reaching 2700MB/s reading speed and 520 Writing speed- Came with English version of windows not as many people complained about getting a Chinese version, boots up in 13 secsWhat I didn't like about it:- The windows key is on the right side of the space which is weird and sometimes frustrating during my office work (Win+D) along with Del, home and end keys being in an abnormal place, other than that its good keyboard- Screen: the TN screen is not quite the deal for gaming, its fine with office work and browsing, but when it comes to gaming, it will be a bit of a disappointment.- Speakers: I'm not going to say they are fine, unfortunately, they are not, I didn't imagine that my 3 years old Lenovo Y510 would sound way much better than this laptop, I laughed when I heard the speakers because I thought it was a joke, yet most people use headphones for gaming or music, that's why I didn't take out a star at this point, and I'm using a Bluetooth JBL speaker during gaming.- Battery life: it lasts for 2.5 - 3 hours of office work and browsing in the best situation.Generally speaking, I'm loving this laptop even with the previously mentioned disadvantages especially (screen, speakers)This is the first laptop I use from MSI in my life, I am a Lenovo fan but it really worth the go, even with the current price of 900$ it really worth it, if you can ignore the screen and the speakers.Finally, I like this laptop and I am planning to keep it for the next 2 years.",2,0,1,2,2
141,Very good product,3,1,5,4,3
142,Notebook dont work,3,4,5,4,3
143,Great computer. well worth the price.,2,2,3,2,2
144,"Got this as a refurb for a non-geek client who just needs it to be a working tool...so far so good. I am loving ChromeOS, so easy to learn and support. Folks spend more time in browsers than anywhere else and having something that mostly lives in the cloud helps to avoid backup procedures, supports versioning of documents and is easy to support. Essentially, we're back to remote terminals...and it's a good thing.But none of that's about this Chromebook, which is pretty doggone nice. The regular old HDMI jack is a plus...though I think Chromebooks all ought to use the new USB/C standard for charging, like most this one doesn't...and the simple power plug is easy to insert...unlike say a directional microUSB. The battery lasts all day, it's quiet and fast...",3,4,5,5,6
145,"Had high hopes for this laptop. I knew there would be some heat issues as a lot of people have pointed out but I looked past that since I could buy a cooling pad for it. Build is good, was actually a bit impressed. M.2 was super fast on booting. Played Rocket league and PUBG very well. However, it started to turn off randomly.. I had it for a week before that started happening. The weird thing was that it only happened when I was running on battery. Will be returning this laptop...",2,0,3,2,2
146,Nice very lightweight laptop. I really like it but only 4 stars because... shell is all black plastic cheap looking-- could have used brushed metal look to reduce finger prints. My main dislike is the memory. 4 is ok but I could have used 6 or 8 minimum and I do basic stuff. I did get and install expanded storage-- 120 GB of SSD drive for really cheap. Otherwise its ok!,3,1,5,4,3
147,Randomly shut off and would take 20 mins to get back on. No memory what so ever so you had to keep deleting stuff,3,4,5,4,3
148,Out of the box screen was black. I had to plug it in to an external monitor just to use it.,2,2,1,2,0
149,"Excellent performance for the money, power consumption and heat is much lower than asus vivo book with 1050. Great bios.",1,0,5,2,2
150,This was a Christmas present for my daughter. Her first laptop was a Dell she used in college. She was thrilled to get the new upgraded computer for her power point presentations and demonstrations. Its fast enough to handle her needs,2,2,0,2,2
151,great gaming computer that does all that I need and doesn't have any issues,1,0,1,2,1
152,This piece of crap backlight already went out. I have only had it 5 months ans there is no return or repair for it.,2,2,3,2,2
153,"This little computer is a good value for the price - but I am a little disappointed in how quickly it started slowing down. I've had it about 6 months or so, and it already takes forever to load webpages (it was pretty snappy when it first arrived). It's probably a computer health thing I need to look into, but I would have hoped that it would have been more resilient despite the low price.",3,1,5,4,3
154,Battery does NOT live up to the promise. Neither the speed. Disappointing. Sorry I bought this,2,2,1,2,2
155,"Excellent computer, and the right price.",1,0,1,2,2
156,Laptop looks good. Not too heavy.But you get what you pay for. The processor struggles when more than 5 tabs are open in chrome and nothing else. I am trying to figure out the issue if there is any background processes going on.,1,4,1,3,2
157,"After a day of use, the screen has a yellow tint to it. It is terrible. This problem was not in any reviews but easily found when doing a search. I would not recommend this product.",3,3,3,2,4
158,"The charger for this is crap, it started getting the warning message to plug in the charger properly, even though it was the one that came with this computer and it is plugged in correctly. After an hour and half with an ASUS ""representative"" our option was to send in the charger let them look it over,(for who know how long) and be without a charger until they decide they want to replace it, or give them our credit card for $210.00 (yes,ouch) and then they will send us a replacement while they look over our old charger. I really liked ASUS in the past, have bought two desktop motherboards and they worked without a problem. I am no longer buying ASUS after this very sour experience with the charger issue. They have totaled turned me off from their product that they refuse to honor any warranty without jumping through their hoops. ""HEY ASUS"" I am not going to take a replacement charger (that should be under warranty) and try to sell it on ebay or craiglist, I just want a good product that works. An hour an half on the phone with 4 representative and none of them would change their tune.",2,2,1,2,2
159,"Solid laptop for the price. For 8 gigs of ram and a dual core processor, it ran pretty slow in the beginning. I closed out some of the bloatware and its been solid. Still runs a bit slower than I expected, but overall its been decent. Speakers are good for a laptop. Video quality is pretty good as well.",2,2,0,2,2
160,So far I love it. Lots of memory. Its fast. Runs smooth.,3,2,1,4,2
161,"I just got it a few days ago and already got the Hard disk (3FO). Ran all hard drive checks and still said it couldnt find it. What a horrible purchase, Ill be returning it",2,2,0,2,2
162,Great computer for a college student. It has all the memory and speed you need t run multiple programs and is set up for social media. I only wish it had a touch screen,2,2,1,2,3
163,Enjoying my device. Very low memory but I only use it for basic stuff.,3,4,5,4,3
164,Great budget laptop. I replaced my high end desktop for this and i dont regret it.,1,0,1,2,2
165,Very good laptop starts up very FAST.,3,4,5,4,3
166,Amazing laptop perfect for gaming,1,0,1,2,2
167,"Best laptop for looks and performance. The fan is only noticeable when I put my ear up to it, even while living in Phoenix! It feels amazing to carry, especially for a student.The battery life is the best I've seen. WAY better than my Surface Pro 3. By the time I open the lid all the way, Windows Hello has already recognized me and logged me in with no wait time at all. The laptop is lightweight, and performs snappier than my Surface Pro 3 i7. The screen looks amazing, and the touch is incredible especially for how slim the screen is. The keyboard is surrounded by amazing fabric that is light on your wrists while typing (no it doesn't stink and hasn't changed colors) and the keys with 1.5 mm travel feel like a premium keyboard. I have loved this laptop for the week of using it for my junior year in college. Great purchase and well done Microsoft.",1,2,3,2,4
168,All plastic but easy to use and good everyday internet surfer.,3,1,5,4,3
169,"For the price its good value but as others have stated , the battery life is very low. Youll be lucky to get a couple hours out of it. Charging takes a while youd have to keep it plugged in for at least an hour or two to get it fully charged.Im assuming the battery wasnt designed to handle the laptop being as though its got a quad core processor and good amount of ram. Guess they had to cut the costs somewhere... Lucky for me I dont use it all that much , just got it to do some work when not at the office, less than an hour a day of usage.",2,1,1,2,2
170,"Don't rely on this computer for anything. It is only about 3 months old and freezes or goes to blue screen almost half the time I use it. I have had it looked at by 2 techs not including the Dell tech team. The Dell tech was very nice and she connected to my computer to try to find the problem or problems. She told me to keep a log to document any more anomalies. Here are the results from 10-25-17 to 11-15-17: 4 blue screens in 2 days, 7 more blue screens after that for a total of 11, and 1 freeze. That's 12 anomalies in 22 days. It was protected by Norton, In short, No more Dells for me. But if your favorite color is blue and you have all the time in the world to waste on a very poor lap top, then go for it .But remember you get what you pay for and with Dell, a lot less. 0 stars would be more accurate. Now if you'll excuse me I'm going to shop for a new HP... Mike",2,2,1,3,2
171,mousepad is aweful,2,0,1,2,2
172,looks great and is very fast for what i need it to do.,0,2,3,2,4
173,"This computer is so slow it is not possible to actually use it. I don't know if it's defective or if this is just a really poor design, but either way, it's going back and I would not recommend buying it.",3,2,1,4,2
174,"Dear David, you have no idea a how important it is for me to receive your email, I really appreciate it. I bought the computer to bring it to Guatemala and unfortunately the batery is not ok. Its off the part where it should be, I will be traveling back to Los Angeles in 20 days, I can take it back with me if you can change it.",2,4,3,2,5
175,"Being a baby boomer with little technical knowledge about tablets, chromebooks, etc., I have to say the Samsung Chromebook Plus is very user friendly and I'm enjoying using it and the having a lightweight alternative to my laptop. Love the touchscreen and not needing a mouse.",2,4,5,4,5
176,Everything is good except I am having a problem with the audio which I have contacted Dell about.,2,2,0,2,2
177,I got hyped up reading the specs. But not that its in my hands. It SO SLOW. Maybe its just me. Its a good laptop its just TO SLOW for me maybe. They shoulda made it bend 360 instead of strait upwards,2,1,2,4,2
178,Truly pleased would buy another!,2,4,5,4,3
179,"DO NOT BUY THIS MODEL!!! They are defective, faulty, and broken. The first one I got kept restarting everytime I turned it on and giving me the blue screen, I just assumed that one in particular was broken so I went and ordered a replacement. The same exact thing happened the same day I got my replacement! This model is faulty, 2 broken laptops sent to me within a week is NOT a coincidence. This was supposed to be a replacement for my broken work laptop, I lost a lot of money and time because of this piece of garbage. Please, save yourself the stress and time and buy a different laptop. I don't want anybody to have to deal with the stress of it like I was forced to. I did everything I could to make it work, but you can't fix a defective product.",1,0,1,2,2
180,"Powered this ""computer"" up it goes through the set up . When I click use express settings it then reboots and goes into an infinite loop of rebooting. I believe the R&D team that created this ""computer"" secretly wanted to sabotage ASUS because its the most terrible ""computer"" I have ever owned.",3,1,5,4,3
181,"Just over a month after purchasing it, it crashed and had to do a hard reset. I produce music and lost 4 files which took over 80 hours worth of time to create. I didnt have a chance to back up within the 30- something days Ive owned it...didnt think I needed to worry about that this soon. Lenovo wont do anything to build my trust to continue using this and its too late to return via amazon.",2,0,3,1,2
182,"Got this laptop for computer science courseWas skeptical about this laptop but im so glad i got it!Zero problems like coil whine etc, for some reason i love the look including the bezel, and actually think it looks much better than the ux430 (my friend has it), performance is great with the 8th gen cpu. I was concernced with the slow ssd but its perfectly adequate!Overall great laptop at a great price",3,3,3,2,4
183,Item was just what I need and described,2,2,1,2,2
184,charged with custom and tax omg in the end paid 897.72 in total so much for 591 deal lol.and this computer is bare bone i cant even do a face reorganization only good thing about is its new and intel 8th gen i7 thats all there is,3,2,1,2,2
185,I really love this laptop it works great no problems runs well glad I got this thank you very much,2,2,1,3,2
186,"Annoying traits with this computer. Rarely logs on to internet without being prompted, sometimes takes several tries. Touchpad left clicks often do not work, take a lot of pressure, hard to find a good place to press to engage a non null click. Backlight on keyboard will often require several clicks of the f key to start working. Would have preferred a standard hdmi port. Tiny one on this computer is hard to use and seems like it is designed to wear out. Is slim, but is not light. I guess I expected it to be a little more friendly. It is fast, has good connectivity and I like the non glare screen and chiclet keys. If the touchpad worked better I would have given it 4 stars",3,2,2,0,3
187,It is grwat very fast love it,2,2,0,2,2
188,"Excellent condition. Very snappy, fast boot, crazy battery life, everything I need. Home PC for gaming, laptop for work.",2,2,5,4,2
189,"I have not used it that much, but so far so good. My son likes it better than his.",1,0,1,2,2
190,Help my granddaughter with her homework,3,4,5,4,3
191,"I returned this item. I had issues with this Windows 10 version knocking me off the internet. The new computer I subsequently purchased (an Acer) doesn't seem to have the problem; it does have WIN 10 but a different version.. My previous computer before trying this one had the same issues, so I wasn't interested in dealing with the same problems. Other than that, it was a fine computer, but I really on the internet with my home business, so this just wasn't up to part for that reason alone.",2,2,1,3,2
192,I didnt like anything because it is224 gb but I ordered and paid price for 256 gb. Its battery doesnt run 2 hours also. I m cheated. I have starred just to submit.,1,2,3,2,4
193,"so plastic feel, screen can easily bend, can be better for this price range.",2,2,1,2,2
194,"Do not buy this product. I bought it despite the negative reviews and based solely on the price and what I thought was decent performance. This computer is slow, unresponsive and seems to have been infected with malware and recommissioned and sold as new. Do yourself a favor and if you're going to invest in a laptop don't invest solely on price. I have been trying to download an app from the windows store (Windows Scan) so I can scan tax forms to complete my taxes. Its been 25 minutes and the download has not even moved from 1%. It takes 2 minutes to open Google chrome to the homepage of Google. I have 100 mb/s internet speed so it's definitely not my internet. My tablet, phones, Xbox and firestick work great on the internet. This computer simply can't do basic functions in a halfway timely manner. I am completely disappointed with it. Do not buy.",2,4,1,2,2
195,Had this machine for 24 hours and had to return it for a refund. All kinds of problems. It was extremely slow (took 30 minutes just to start). Constantly making a loud noise; couldn't install or uninstall programs (finally had to do a factory reset); files that I transferred were corrupted and couldn't be opened on the new machine; battery was halfway drained an hour after unplugging (are they using old batteries?). Very disappointed.,3,2,0,1,2
196,"As a designer I thought this would be a nice computer to do my work but it isnt. Its way too slow, even without any program opened. And I dont know why, its supposed to be fast.... I mean its new... I tried to work with only one program opened and internet and it was hell. I got frustrated...",2,0,1,2,2
197,"I thought the Acer would be a little smaller than the laptop I already have. However, they are the same size, so I am returning it.",2,2,5,4,2
198,"I absolutely LOVE this laptop. I received this quick and the setup was very easy. It's been while since i have used a laptop and it feels great to have picked something as awesome as this. I will be updating to a Solid State drive in the future, but for now this laptop works pretty quick. GREAT PRODUCT!",3,2,1,2,2
199,Just what I wanted. No troubles at all.,2,2,1,2,2
200,Perfect except than sometimes the keyboard stop function and I have to close the lid a few second to this function again,2,0,1,0,2
201,"This was my first time making a computer purchase on Amazon. Wasnt a big deal since it was for my kids to do homework and with such a reasonable price i figured why not. I was soooo amazed once I opened the package. The computer was refurbished but it looked brand spaking new to me! I the screen was nice and wide. I seriously wanted to give my children my laptop and keep this 1.This is definitely worth the buy! my daughter is headed to college an i will be making a purchase again to present as a graduation gift. Its not heavy or bulky, again its a great screen size and resolution, everything works as expected! Im really impressed and did i mention the price....very much worth it!",2,2,5,4,2
202,"Windows 10 sucks, but the computer is great",3,1,5,4,3
203,"I got worried after reading the reviews but my machine runs great. No problems so far, the price was great and I am happy with my purchase. I too did not get any info on the Microsoft365 suite but I stopped using it long ago. Open Office is free and works great.",1,1,1,4,1
204,"After going through an ""I need to get used to it"" learning curve, there's a lot to love about this laptop. The keyboard was the biggest difference for me. Since there's no number pad, the letter keys are bigger, which is good. But it also means you have to position your hands just a little bit differently...a little to the right. The first few days, I kept hitting the wrong keys and made a bunch of typos. But now that I'm used to it, the keyboard is great. I like the feel and the bounce back. The touch screen works very well. It's not the thinnest laptop in the world, but it's sturdy and has a nice texture. It converts to a tablet, which makes it even more versatile. This probably has the best battery of any laptop I've used. I can work all day on one charge, and when it's time to plug it in, it charges super-fast. Another small, but nice, feature is the fingerprint sign in, which works well. I'm very pleased with this laptop and highly recommend it.",3,2,3,2,2
205,"runs games at ultra/epic settings, fan noise is noticeable but i don't mind it. updated my i5 model to 16gb of ram 1tb SSD with a 250m.2 and its become a monster of a laptop for everything i throw at it, gaming, editing, web browsing. good budget laptop i can see it lasting a good few years.",1,0,1,2,2
206,"Great great great laptop. Love it, strong upgrade from my aging Core i3. I followed the popular recommendations to purchase the 128GB SSD along with the 1TB hard drive. Very fast, nice screen, like the fingerprint sensor. Here are the shortcomings that keep it from a 5.1) Power key is located within the keyboard up at the top right corner. It is adjacent to the often used Delete, Backspace, and Home keys. Really? This passed their use case criteria? I often miss the Delete or Backspace keys and am accidentally putting my laptop into sleep. Several decades of best practices in designing laptops has led to this? Sigh. Deep. Sigh. Found the workaround at a CNET article. Since Amazon won't allow URL's in reviews, just Google ""Asus Vivobook power button"" and it will be the first link.2) Keyboard is not backlit. This should be a simple feature addition that is minor in terms of cost. Merely an LED and a light tube. Would have been worth a few extra buck were this to be included in their bill of materials.3) No Ethernet port. Sometimes it's necessary to be hardwired into a router to configure things.",1,4,1,2,2
207,"This is a great laptop that boots and is logged on in under eight seconds (if you use the fingerprint scanner) and launches apps lightning-fast. Battery life is four hours. Cons are that the keyboard is not back-lit, there is little key travel, there is no physical indication that caps lock is on and there is no number pad. If you don't mind those things, put some serious thought into buying this laptop.",1,4,1,2,2
208,I really enjoyed this laptop. My only compliant is that you cannot use Office which is super inconvenient for students. Otherwise sleek design .,2,4,5,4,5
209,Great computer! Has served me well.,2,0,3,2,2
210,"I love the color, it's quick, and small enough to carry everywhere. It does not automatically come with chrome so I had to download that. The only thing that is bothering me is that it only came with a 28.6 GB drive, and that it doesn't have that much space left on it. The only thing I have downloaded was Chrome, and that did not take much. Other than that it is great.",3,2,5,4,3
211,super cool. great value for money.,3,2,2,0,3
212,Im highly impressed with this laptop! The price is unbeatable and the computer itself works flawlessly considering it is Certified Refurbished,2,2,5,4,2
213,I'm really disappointed with this computer it wouldn't even turn on and I called dell support and they wanted to charge me an extra $65 dollars just to fix it,1,0,1,2,2
214,It's very light and the purple color is beautiful. I use it for browsing the web. Nice laptop for the price.,2,2,5,4,6
215,"Purchased this laptop for my daughter whos a gamer and she loves it! The graphics and speed are impressive as was the affordable price tag! Highly recommended, you wont be disappointed!",1,0,1,2,2
216,"Probably the worst product I've ever purchased in my life. Runs loud and hot at idle, build quality is so bad my 130% dell officemax laptop is sturdier than this, sharp scratchy edges, doesn't even sit flat on a flat surface like a wobbly uneven table, EVERYTHING flexes and bends where you don't want it to, heavy for how flimsy and hollow it feels, keyboard is a gross mushy mess like typing on a plastic bag over a wet blanket, cant put ANY other OS on it, windows 10 makes me wanna vomit my childhood dreams into the nearest trash bin, power button is where the delete button is.....wtf for real its like they took the worst keyboard from the cheapest chromebook they could find and duct taped it in there, computer is UGLY not because of the design choice but because of awkward warped areas in the cheap plastic body, when closed the top back of the screen flexes in ALOT and the circular shine effect looks cheap and uneven, not even very slim for how slow this pc is, I've seen way slimmer and smaller cheap knockoffs from china that ran faster than this dunce, the whole laptop lifts up when you try to open the screen so it required both hands yet the screen wobble is somehow worse than anything I've ever gotten my hands on. Also the whole thing feels very pointless, ""fast"" processor costs a lot of money but its not fast enough to do more than browsing, and looking at media so you might as well get something 500$ cheaper. If you want to know what if feels like to truly get ripped off buy this loose turd.",3,2,2,0,3
217,It's only been a few months and already there is a big dead pixel area.,3,1,2,4,2
218,Overall a very good computer. It gets the job done for very basic web surfing and word processing which is exactly what I bought it for. It comes loaded with windows 10 and has a code for a year of Office included (Note you will be required to register a microsoft account to claim this year of office.) Screen gets the job done but it appears to be a very cheap TN panel and the color on the screen shifts severely depending on the angle you're viewing it at. It's still better than a majority of screens I've seen in this price range.Only complaint lies with the design of the area where my wrists sit below the keyboard. The edges are rather sharp and to compound the issue it's also the area where two pieces of plastic meet. This kinda makes it feel rough. Hope it doesn't cause any long term issues with irritation.,3,1,5,4,3
219,Nice design but a bit slow for simple tasks like surfing the web,3,4,5,5,6
220,"I love this machine! Nice blend between tablet and laptop. Super fast on star up. The attached pen is fantastic, and is really useful for navigating web pages. Perfect for casual use when I am away from my desk, where I use a standard desktop.",2,4,5,4,5
221,"The seller lied, It was not the 2018 model, did not have the 2TB hard drive, and did not have touchscreen capabilities. As such i am returning this product.",2,2,0,2,2
222,"Crippled by awful disk performance. For 10-20 minutes after boot, youll be like syrup in winter. The disk activity is at 100% for a very long time. Once it settles down, its usable but youll need to be patient. The screen is pretty low resolution, and the keys arent backlit. Essentially, this is a burner laptop. Thats how Im using it, and thats about right given the details- its a borderline usable system for an absurdly low price (like $350 or so).",2,1,1,2,2
223,"Bought this at Frys on a sale, and must say, this thing is amazing.Pros:-Top notch screen that is crystal clear and can get ridiculously bright.-Thin and relatively light, yet sturdy-Google Play store-Stylus and Samsungs art software-Battery life-32gb storage with MicroSD slotCons:-Finger prints are very noticeable if your brightness is turned down while youre in a well lit area-Not all Android apps will run natively at the proper resolution, for example Crunchyroll (though it runs just fine in chrome lol). Game wise, Vainglory is amazing Im this thing-3:2 aspect ratio is a little weird, but YouTube for example takes advantage of the extra space below and above the video.Coming from a 2013 Chromebook, this was a tremendous upgrade. It will not replace your regular PC or MacBook Pro, but Googles integrated office software and the App Store makes this a competitive piece of hardware.",2,4,5,4,5
224,"Hard Drive failed after a month and a half. Lenovo support Suuuuuuucks. Good laptop though, after I replaced the HD.",1,4,1,3,2
225,Order this and when it got delivered it was not as described this was not a touch screen Chromebook like it says in the description!!!It was also very glitchy and not working accurately stay away from HP products they are no good this is the third HP product that I have bought and returned because due to lack of performance and defects definitely not worth buying,3,2,5,4,6
226,"Im very stoked with my new computer. Light, fast, good battery and very nice look. Working good so far. Recommend.",3,3,3,2,4
227,"I've had this laptop for a few months and I love it a lot. It boots up in seconds and makes it so easy to get on task faster. I take it with me to school and its light enough that I don't feel like I'm carrying bricks. The battery lasts for 7 hrs and I usually dont charge it for two days bc I mostly use it for school work and only play one game on Steam. I don't really use it for heavy software, so I don't know how powerful it is for that.My main problem, though, is that sometimes the mousepad will stop working for a minute or two, or it will lag, but with my wireless mouse it's fine. It never lags or stops working. With the mousepad, I will try to right click but it will act like I intended to left click. It's frustrating, since I dont take my wireless mouse with me everywhere.Overall, I'm happy with it.",2,2,1,2,2
228,The description says it all this thing Is a beast. Remember this is a gaming laptop its big its definitely heavy and youll need a special bag to put it in. I searched a lot of different laptops for a couple days and compared a lot of specs for the money and this predator won out on top and let me tell you I am not disappointed. Its very fast plays almost any game perfectly very minimal Bloatware and set up was very easy Im so glad that I got this laptop !!!!,2,0,1,0,1
229,"The Samsung Chromebook Plus is a phenomenal device. It's light, portable, beautiful craftsmanship, fast, and has a stunning display. For the majority of consumers, this device is all you will ever need for web browsing, media consumption, and now access to the Google Play Store and Android apps. I picked this up at a quarter of the price of my MacBook Pro, But it allows me to do just about everything I need it to do. There only criticism that I have is the non backlit keyboard, lacks HDR, and extended time to awake. This is without a doubt my favorite laptop of all time. I can't say enough positive things about it. I can't imagine why anyone would wait for the Chromebook Pro.",2,4,5,4,5
230,"best value I have found in the market place and it fit my needs: speed, storage, window 10 highly recommended.",2,4,3,2,5
231,"I have had this notebook since December 2016 and have mixed feelings. I needed an updated operating system, my Toshiba was more than 15 years old, it had the Vista OS and could only be updated to windows 7, I wanted windows 10. I didn't want anything big and thought after reading the reviews this might fit the bill. Well it certainly is small it's taking some getting use to. The key board seem to be cramped and no matter how I adjust it, the mouse pad is jumpy. All in all it's a nice notebook and after much thought, I started to give it to my grand children and get a more traditional laptop. I still might but I am getting use to this so I will see. I just need to remember to adjust from my work computer which is a Lonovo Think Pad.I'm giving it 4 stars because it's as described; portable and lightweight. It has limited memory but you can put in an SD card to add more. It only has 1 USB port but I already had a USB extension so I use that so no issue there. The color is gold and very pretty. It really isn't a bad little notebook. I just need to adjust from bigger to small ha ha.",3,1,5,4,3
232,good value,2,2,5,4,2
233,Alot of laptop for the money. The best laptop deal on the market.,2,2,1,3,2
234,Very decent laptop. I give it a 4 star because it lacks an NumLock indicator. You don't get a light or screen notification anywhere to let you know about this. But aside from this everything is perfect. I had to buy a separate sdd and perform a system migration to it so I didn't lose my original windows 10 copy it came with.,2,0,1,2,1
235,"Just received the HP Chromebook....I understand that it's a refurbished product, BUT for it to look as extremely used buy everyone in the world is very disappointing. I thought I was going to get a Chrome colored unit, but instead I received a dingy white one that's all scratched up and discolored! I didn't even want to turn it on! Once I turned it on, it seemed to work fine, but found out that it doesn't even have a ""Caps Lock"" button! Wow. Never again. DO NOT BUY FROM THESE PEOPLE!",2,2,5,4,3
236,"This is a good, basic laptop for everyday use. It's our second laptop with very similar specs, the other being a dell that we purchased a couple weeks ago. We homeschool and all I need these laptops to do is provide a computer for my older kids to do research, type schoolwork, and to run a couple of online math programs. The kids have added amazon instant video, iTunes, and a few other fun things for their down time. This laptop does all of that very well.It was easy for me to set up. My regular laptop is a mac and I wasn't looking forward to setting up a pc but it was surprisingly intuitive. It walked me through the setup and I had it up and running in under 20 minutes. I was able to plug in our USB external disk drive which allowed it to be used to play movies with no problem. All in all this is a good value laptop for those looking for something basic for Internet use and just a few programs.",3,4,5,4,3
237,A very good laptop for a very good price. It handles all my needs.,2,2,1,1,1
238,"I was quite happy with my eight-year-old computer, but recently I was forced to update so that I could use one of the latest programs necessary for my work. So I bought this Dell Inspiron.So far, Im perfectly happy with it, but Ill give one word of warning. The SSD hard drive is supposedly better and faster, but dont assume that it will be any bigger. The SSD is a new technology, which consequently must compensate for size. So, this new computers hard drive has about 240GB, which is, in fact, no bigger than my eight-year-old computer. So if you are looking for or expecting more storage space in your hard drive, then be prepared to spend some extra dollars to get more GB.",2,2,3,2,2
239,My laptop keyboard left button and right button did not work. I did not what happened. What should I do ?,1,0,1,2,2
